restaurant_id,name,cuisine_type,rating,price_range,location,average_cost,reviews_count,dietary_options,specialties,opening_hours
r1750,Pearl 500,CHINESE,8.9,Very High,Entertainment District,193.56,504,"Halal, Gluten-free, Vegan, Kosher","Dim Sum, Fried Rice, Peking Duck",11 AM - 11 PM
r1751,China 501,CHINESE,9.6,Very High,Arts District,176.72,135,"Gluten-free, Low-Carb","Dim Sum, Fried Rice, Peking Duck",9 AM - 11 PM
r1752,Mandarin,CHINESE,8.5,Very High,Entertainment District,149.97,438,"Halal, Gluten-free, Vegan, Kosher","Noodles, Peking Duck, Dim Sum",12 AM - 11 PM
r1753,Golden Dragon 503,CHINESE,9.9,High,Financial District,84.69,56,"Halal, Gluten-free, Vegan, Kosher","Fried Rice, Noodles, Dim Sum",9 AM - 10 PM
r1754,Golden Dragon 504,CHINESE,9.7,High,Old Town,70.55,313,"Halal, Gluten-free, Vegan, Kosher","Dim Sum, Fried Rice, Peking Duck",11 AM - 11 PM
r1755,The Chinese Place,CHINESE,9.2,High,Riverside,62.29,330,"Halal, Gluten-free, Vegan, Kosher","Fried Rice, Dim Sum, Peking Duck",10 AM - 10 PM
r1756,Golden Dragon 506,CHINESE,9.8,High,University Area,98.86,874,"Halal, Gluten-free, Vegan, Kosher","Noodles, Dim Sum, Peking Duck",9 AM - 10 PM
r1757,Mandarin 507,CHINESE,9.0,Very High,Uptown,168.12,750,"Vegetarian, Vegan","Fried Rice, Dim Sum, Peking Duck",12 AM - 10 PM
r1758,The Chinese Place,CHINESE,9.4,Very High,University Area,108.67,518,"Halal, Gluten-free, Vegan, Kosher","Dim Sum, Fried Rice, Noodles",9 AM - 11 PM
r1759,Red Lantern 509,CHINESE,9.6,Low,Chinatown,23.79,618,Organic,"Peking Duck, Noodles, Fried Rice",10 AM - 10 PM
r1760,The Chinese Place 510,CHINESE,9.2,High,Beach Area,72.76,163,"Organic, Vegetarian","Fried Rice, Peking Duck, Noodles",12 AM - 10 PM
r1761,Golden Dragon,CHINESE,9.5,Medium,Entertainment District,35.48,146,"Halal, Gluten-free, Vegan, Kosher","Peking Duck, Fried Rice, Dim Sum",9 AM - 11 PM
r1762,Pearl 512,CHINESE,8.7,High,Mountain View,94.38,963,Organic,"Noodles, Peking Duck, Fried Rice",11 AM - 11 PM
r1763,The Chinese Place 513,CHINESE,9.0,Low,Beach Area,18.6,940,Organic,"Dim Sum, Peking Duck, Fried Rice",9 AM - 11 PM
r1764,Dragon,CHINESE,9.2,Low,Uptown,27.65,168,"Vegan, Gluten-free","Noodles, Peking Duck, Dim Sum",11 AM - 11 PM
r1765,China 515,CHINESE,8.8,Medium,Beach Area,34.51,795,"Gluten-free, Low-Carb","Noodles, Fried Rice, Peking Duck",9 AM - 10 PM
r1766,Red Lantern 516,CHINESE,8.9,High,Mountain View,80.49,266,"Halal, Kosher","Dim Sum, Noodles, Fried Rice",11 AM - 11 PM
r1767,The Chinese Place,CHINESE,9.2,Low,Tech Park,25.6,114,"Gluten-free, Low-Carb","Peking Duck, Noodles, Dim Sum",9 AM - 11 PM
r1768,Pearl 518,CHINESE,9.3,High,City Center,85.95,548,"Gluten-free, Low-Carb","Fried Rice, Peking Duck, Dim Sum",11 AM - 11 PM
r1769,China 519,CHINESE,9.4,Medium,Arts District,39.98,896,"Gluten-free, Low-Carb","Fried Rice, Peking Duck, Noodles",9 AM - 11 PM
r1770,Golden Dragon,CHINESE,8.6,High,Chinatown,61.3,693,"Organic, Vegetarian","Noodles, Fried Rice, Dim Sum",11 AM - 11 PM
r1771,Pearl 521,CHINESE,8.9,Very High,Riverside,119.72,441,"Organic, Vegetarian","Dim Sum, Fried Rice, Peking Duck",11 AM - 10 PM
r1772,Golden Dragon 522,CHINESE,9.9,High,Downtown,95.0,538,"Organic, Vegetarian","Dim Sum, Peking Duck, Fried Rice",11 AM - 10 PM
r1773,Dragon,CHINESE,9.4,Very High,Mountain View,123.14,386,"Halal, Gluten-free, Vegan, Kosher","Dim Sum, Peking Duck, Noodles",9 AM - 11 PM
r1774,Red Lantern 524,CHINESE,8.7,High,Arts District,71.54,493,"Organic, Vegetarian","Noodles, Peking Duck, Dim Sum",10 AM - 11 PM
r1775,Dragon 525,CHINESE,9.4,Low,Old Town,18.88,711,"Vegan, Gluten-free","Peking Duck, Noodles, Dim Sum",12 AM - 11 PM
r1776,Dragon,CHINESE,9.9,Low,Mountain View,23.35,56,"Halal, Gluten-free, Vegan, Kosher","Peking Duck, Dim Sum, Fried Rice",10 AM - 11 PM
r1777,Mandarin 527,CHINESE,10.0,High,Old Town,64.53,626,"Halal, Kosher","Noodles, Dim Sum, Fried Rice",11 AM - 10 PM
r1778,Red Lantern 528,CHINESE,9.8,Low,Harbor,11.8,558,"Halal, Gluten-free, Vegan, Kosher","Noodles, Dim Sum, Fried Rice",10 AM - 10 PM
r1779,The Chinese Place,CHINESE,9.2,Very High,Uptown,185.19,70,"Halal, Gluten-free, Vegan, Kosher","Noodles, Peking Duck, Dim Sum",10 AM - 10 PM
r1780,Mandarin 530,CHINESE,9.3,Very High,Uptown,170.43,754,"Organic, Vegetarian","Dim Sum, Noodles, Fried Rice",10 AM - 11 PM
r1781,Mandarin 531,CHINESE,9.2,Very High,Arts District,118.08,607,"Halal, Gluten-free, Vegan, Kosher","Peking Duck, Fried Rice, Noodles",11 AM - 10 PM
r1782,Dragon,CHINESE,9.7,Very High,Harbor,143.06,200,"Halal, Kosher","Fried Rice, Dim Sum, Peking Duck",12 AM - 11 PM
r1783,The Chinese Place 533,CHINESE,9.3,Low,Harbor,23.67,172,"Organic, Kosher, Low-Carb","Dim Sum, Fried Rice, Peking Duck",9 AM - 10 PM
r1784,Mandarin 534,CHINESE,9.9,Low,City Center,15.34,608,"Organic, Vegetarian","Noodles, Peking Duck, Dim Sum",9 AM - 10 PM
r1785,Golden Dragon,CHINESE,9.2,Very High,Chinatown,176.05,382,"Organic, Kosher, Low-Carb","Noodles, Peking Duck, Fried Rice",12 AM - 11 PM
r1786,China 536,CHINESE,9.7,High,Suburban,93.71,505,"Gluten-free, Low-Carb","Noodles, Fried Rice, Dim Sum",9 AM - 10 PM
r1787,Red Lantern 537,CHINESE,9.0,Very High,Chinatown,155.39,423,Organic,"Noodles, Fried Rice, Dim Sum",11 AM - 10 PM
r1788,Mandarin,CHINESE,9.2,Very High,Tech Park,181.51,170,"Halal, Gluten-free, Vegan, Kosher","Noodles, Dim Sum, Peking Duck",12 AM - 10 PM
r1789,Pearl 539,CHINESE,8.7,Medium,Suburban,37.65,658,"Halal, Kosher","Peking Duck, Noodles, Dim Sum",11 AM - 10 PM
r1790,Dragon 540,CHINESE,8.8,High,Suburban,76.4,736,"Vegan, Gluten-free","Noodles, Peking Duck, Dim Sum",12 AM - 10 PM
r1791,The Chinese Place,CHINESE,8.8,Low,Financial District,19.46,757,"Vegetarian, Vegan","Noodles, Peking Duck, Fried Rice",12 AM - 11 PM
r1792,Red Lantern 542,CHINESE,8.7,Very High,Suburban,117.82,901,"Halal, Kosher","Dim Sum, Noodles, Peking Duck",11 AM - 11 PM
r1793,Dragon 543,CHINESE,9.6,Very High,Suburban,128.67,293,"Halal, Gluten-free, Vegan, Kosher","Fried Rice, Peking Duck, Dim Sum",12 AM - 10 PM
r1794,Dragon,CHINESE,9.1,Medium,City Center,45.8,276,"Vegan, Gluten-free","Noodles, Peking Duck, Fried Rice",10 AM - 10 PM
r1795,The Chinese Place 545,CHINESE,9.3,Very High,Arts District,138.92,865,"Halal, Kosher","Peking Duck, Noodles, Fried Rice",11 AM - 11 PM
r1796,China 546,CHINESE,9.1,Medium,City Center,36.71,972,"Vegan, Gluten-free","Fried Rice, Dim Sum, Peking Duck",10 AM - 10 PM
r1797,Dragon,CHINESE,9.2,Very High,University Area,119.25,340,"Gluten-free, Low-Carb","Noodles, Dim Sum, Fried Rice",12 AM - 10 PM
r1798,The Chinese Place 548,CHINESE,9.2,High,University Area,82.9,400,"Vegetarian, Vegan","Peking Duck, Dim Sum, Fried Rice",9 AM - 10 PM
r1799,Pearl 549,CHINESE,8.9,Low,Harbor,28.74,480,"Vegan, Gluten-free","Peking Duck, Noodles, Fried Rice",10 AM - 11 PM
r1800,Red Lantern,CHINESE,9.7,Very High,Chinatown,167.91,665,Organic,"Dim Sum, Noodles, Fried Rice",9 AM - 10 PM
r1801,Mandarin 551,CHINESE,9.1,Very High,Tech Park,140.52,503,"Halal, Gluten-free, Vegan, Kosher","Noodles, Fried Rice, Peking Duck",11 AM - 11 PM
r1802,Red Lantern 552,CHINESE,9.9,Very High,Financial District,123.3,556,"Halal, Kosher","Noodles, Dim Sum, Peking Duck",9 AM - 10 PM
r1803,Dragon,CHINESE,9.1,Medium,Beach Area,44.02,880,"Vegan, Gluten-free","Noodles, Dim Sum, Fried Rice",12 AM - 10 PM
r1804,The Chinese Place 554,CHINESE,9.5,Very High,City Center,117.86,755,"Halal, Kosher","Noodles, Fried Rice, Dim Sum",10 AM - 11 PM
r1805,Golden Dragon 555,CHINESE,9.1,High,Chinatown,79.02,489,"Halal, Kosher","Noodles, Fried Rice, Dim Sum",9 AM - 10 PM
r1806,Golden Dragon,CHINESE,8.9,Very High,Chinatown,165.18,957,"Gluten-free, Low-Carb","Noodles, Fried Rice, Peking Duck",10 AM - 11 PM
r1807,Dragon 557,CHINESE,9.4,Low,Tech Park,27.68,918,"Vegetarian, Vegan","Dim Sum, Noodles, Fried Rice",12 AM - 10 PM
r1808,The Chinese Place 558,CHINESE,9.3,Medium,Beach Area,56.19,329,"Halal, Gluten-free, Vegan, Kosher","Noodles, Peking Duck, Dim Sum",10 AM - 10 PM
r1809,Mandarin,CHINESE,9.8,Very High,Financial District,150.83,93,"Halal, Kosher","Peking Duck, Fried Rice, Dim Sum",9 AM - 10 PM
r1810,China 560,CHINESE,8.8,Medium,Downtown,59.41,138,"Organic, Kosher, Low-Carb","Peking Duck, Dim Sum, Fried Rice",10 AM - 10 PM
r1811,Mandarin 561,CHINESE,9.2,High,Old Town,82.59,854,"Vegetarian, Vegan","Peking Duck, Dim Sum, Noodles",12 AM - 11 PM
r1812,Mandarin,CHINESE,8.5,Low,Downtown,18.46,826,"Vegan, Gluten-free","Peking Duck, Dim Sum, Noodles",10 AM - 10 PM
r1813,Red Lantern 563,CHINESE,9.2,High,Entertainment District,65.34,940,"Vegetarian, Vegan","Peking Duck, Noodles, Fried Rice",12 AM - 11 PM
r1814,Mandarin 564,CHINESE,8.8,Low,Entertainment District,22.89,293,"Organic, Kosher, Low-Carb","Dim Sum, Peking Duck, Noodles",12 AM - 11 PM
r1815,The Chinese Place,CHINESE,9.5,High,Beach Area,92.02,585,"Vegan, Gluten-free","Peking Duck, Fried Rice, Noodles",9 AM - 11 PM
r1816,China 566,CHINESE,9.8,Medium,Chinatown,40.51,272,"Organic, Kosher, Low-Carb","Fried Rice, Dim Sum, Noodles",12 AM - 11 PM
r1817,Dragon 567,CHINESE,10.0,Low,Riverside,15.05,551,"Halal, Kosher","Dim Sum, Noodles, Fried Rice",9 AM - 10 PM
r1818,China 568,CHINESE,9.0,High,Tech Park,72.34,391,"Halal, Kosher","Peking Duck, Noodles, Fried Rice",10 AM - 11 PM
r1819,The Chinese Place 569,CHINESE,9.6,Medium,Beach Area,53.81,496,"Vegetarian, Vegan","Dim Sum, Noodles, Fried Rice",12 AM - 10 PM
r1820,The Chinese Place 570,CHINESE,9.3,Very High,Arts District,179.03,633,Organic,"Noodles, Dim Sum, Peking Duck",11 AM - 10 PM
r1821,Red Lantern,CHINESE,8.7,Medium,Uptown,53.72,420,"Gluten-free, Low-Carb","Dim Sum, Fried Rice, Peking Duck",10 AM - 10 PM
r1822,Red Lantern 572,CHINESE,9.2,Medium,Entertainment District,56.56,112,"Halal, Kosher","Dim Sum, Fried Rice, Peking Duck",11 AM - 11 PM
r1823,Dragon 573,CHINESE,9.2,Low,Downtown,14.71,657,Organic,"Noodles, Peking Duck, Fried Rice",9 AM - 11 PM
r1824,Pearl,CHINESE,9.4,Low,Entertainment District,17.65,977,Organic,"Dim Sum, Peking Duck, Noodles",10 AM - 11 PM
r1825,The Chinese Place 575,CHINESE,8.6,Low,University Area,18.37,787,"Halal, Gluten-free, Vegan, Kosher","Noodles, Dim Sum, Peking Duck",10 AM - 11 PM
r1826,Pearl 576,CHINESE,8.5,Low,Downtown,11.12,79,"Halal, Kosher","Peking Duck, Fried Rice, Noodles",11 AM - 10 PM
r1827,Golden Dragon,CHINESE,9.6,High,Beach Area,72.85,458,"Organic, Vegetarian","Dim Sum, Fried Rice, Noodles",10 AM - 10 PM
r1828,Red Lantern 578,CHINESE,8.9,Medium,Entertainment District,37.12,475,"Gluten-free, Low-Carb","Noodles, Peking Duck, Fried Rice",10 AM - 11 PM
r1829,Golden Dragon 579,CHINESE,9.3,Medium,Arts District,41.39,833,"Gluten-free, Low-Carb","Peking Duck, Fried Rice, Dim Sum",9 AM - 11 PM
r1830,The Chinese Place,CHINESE,9.4,Very High,University Area,134.02,662,Organic,"Noodles, Peking Duck, Dim Sum",12 AM - 10 PM
r1831,Red Lantern 581,CHINESE,9.6,Very High,Financial District,111.96,239,"Organic, Vegetarian","Noodles, Dim Sum, Fried Rice",12 AM - 10 PM
r1832,China 582,CHINESE,9.3,Low,Mountain View,28.78,316,"Vegetarian, Vegan","Noodles, Peking Duck, Dim Sum",10 AM - 10 PM
r1833,Pearl,CHINESE,9.9,Low,Chinatown,14.95,82,"Vegetarian, Vegan","Peking Duck, Fried Rice, Noodles",10 AM - 10 PM
r1834,Pearl 584,CHINESE,8.9,Medium,Arts District,34.74,195,"Halal, Kosher","Noodles, Dim Sum, Peking Duck",10 AM - 10 PM
r1835,Red Lantern 585,CHINESE,8.9,Medium,Riverside,36.73,349,Organic,"Peking Duck, Noodles, Fried Rice",9 AM - 11 PM
r1836,Golden Dragon,CHINESE,10.0,High,Riverside,67.19,96,"Vegetarian, Vegan","Peking Duck, Dim Sum, Fried Rice",10 AM - 11 PM
r1837,Red Lantern 587,CHINESE,9.6,High,Mountain View,72.11,446,Organic,"Noodles, Peking Duck, Dim Sum",11 AM - 11 PM
r1838,Mandarin 588,CHINESE,9.4,Medium,Beach Area,54.69,174,"Organic, Kosher, Low-Carb","Fried Rice, Noodles, Peking Duck",11 AM - 10 PM
r1839,Mandarin,CHINESE,8.8,Low,Old Town,21.49,318,"Organic, Vegetarian","Peking Duck, Dim Sum, Noodles",11 AM - 11 PM
r1840,China 590,CHINESE,9.8,Very High,Old Town,198.34,464,"Vegetarian, Vegan","Noodles, Peking Duck, Dim Sum",12 AM - 10 PM
r1841,Dragon 591,CHINESE,9.5,Very High,Harbor,168.72,62,"Vegan, Gluten-free","Peking Duck, Fried Rice, Dim Sum",10 AM - 11 PM
r1842,Pearl,CHINESE,9.3,High,Tech Park,86.77,930,"Halal, Gluten-free, Vegan, Kosher","Dim Sum, Peking Duck, Fried Rice",9 AM - 11 PM
r1843,Dragon 593,CHINESE,9.2,Low,Riverside,18.76,190,"Halal, Gluten-free, Vegan, Kosher","Noodles, Dim Sum, Fried Rice",9 AM - 10 PM
r1844,Dragon 594,CHINESE,9.3,Very High,Uptown,141.71,499,"Organic, Vegetarian","Noodles, Peking Duck, Fried Rice",12 AM - 10 PM
r1845,The Chinese Place,CHINESE,8.7,Low,Harbor,23.8,352,"Halal, Kosher","Dim Sum, Noodles, Fried Rice",11 AM - 10 PM
r1846,Golden Dragon 596,CHINESE,9.7,Medium,Downtown,45.36,872,"Organic, Kosher, Low-Carb","Fried Rice, Dim Sum, Peking Duck",10 AM - 10 PM
r1847,Red Lantern 597,CHINESE,9.2,Low,Riverside,26.74,303,"Vegetarian, Vegan","Dim Sum, Peking Duck, Noodles",12 AM - 10 PM
r1848,Red Lantern,CHINESE,9.7,Medium,Riverside,33.45,745,"Vegan, Gluten-free","Dim Sum, Fried Rice, Peking Duck",9 AM - 10 PM
r1849,China 599,CHINESE,9.6,High,Suburban,66.77,280,"Halal, Kosher","Noodles, Dim Sum, Fried Rice",12 AM - 10 PM
r1850,Red Lantern 600,CHINESE,8.8,Low,Mountain View,23.94,379,"Organic, Kosher, Low-Carb","Peking Duck, Fried Rice, Dim Sum",9 AM - 11 PM
r1851,Mandarin,CHINESE,8.8,High,Harbor,73.34,128,Organic,"Peking Duck, Dim Sum, Fried Rice",11 AM - 11 PM
r1852,Golden Dragon 602,CHINESE,9.8,Very High,Arts District,198.77,938,"Vegetarian, Vegan","Peking Duck, Fried Rice, Noodles",12 AM - 11 PM
r1853,Pearl 603,CHINESE,8.7,Very High,Riverside,156.85,317,"Halal, Gluten-free, Vegan, Kosher","Dim Sum, Peking Duck, Fried Rice",9 AM - 10 PM
r1854,Dragon,CHINESE,8.9,High,Uptown,76.09,787,"Vegan, Gluten-free","Dim Sum, Noodles, Peking Duck",12 AM - 11 PM
r1855,Golden Dragon 605,CHINESE,8.9,Very High,Financial District,118.12,660,"Halal, Kosher","Dim Sum, Fried Rice, Noodles",12 AM - 10 PM
r1856,Dragon 606,CHINESE,9.7,Medium,Suburban,39.98,796,"Vegetarian, Vegan","Noodles, Peking Duck, Fried Rice",9 AM - 11 PM
r1857,Red Lantern,CHINESE,8.5,Low,Old Town,12.1,847,"Halal, Kosher","Dim Sum, Peking Duck, Fried Rice",9 AM - 10 PM
r1858,Red Lantern 608,CHINESE,9.5,Low,Arts District,13.19,223,"Halal, Kosher","Fried Rice, Peking Duck, Noodles",10 AM - 11 PM
r1859,Red Lantern 609,CHINESE,8.6,Medium,Tech Park,40.29,659,"Vegan, Gluten-free","Peking Duck, Dim Sum, Noodles",11 AM - 11 PM
r1860,China 610,CHINESE,9.1,High,University Area,82.85,276,"Vegan, Gluten-free","Peking Duck, Dim Sum, Fried Rice",9 AM - 10 PM
r1861,The Chinese Place 611,CHINESE,9.0,High,Downtown,88.81,267,"Gluten-free, Low-Carb","Noodles, Dim Sum, Fried Rice",10 AM - 11 PM
r1862,Pearl 612,CHINESE,8.8,Very High,Old Town,151.72,350,"Organic, Kosher, Low-Carb","Peking Duck, Dim Sum, Fried Rice",10 AM - 10 PM
r1863,The Chinese Place,CHINESE,9.0,Low,Arts District,19.99,250,"Halal, Gluten-free, Vegan, Kosher","Dim Sum, Peking Duck, Noodles",12 AM - 11 PM
r1864,Mandarin 614,CHINESE,9.9,High,Riverside,77.22,644,"Gluten-free, Low-Carb","Peking Duck, Dim Sum, Noodles",10 AM - 11 PM
r1865,Red Lantern 615,CHINESE,9.4,Very High,Suburban,197.38,77,"Halal, Kosher","Noodles, Dim Sum, Peking Duck",12 AM - 10 PM
r1866,The Chinese Place,CHINESE,9.4,High,Financial District,76.64,402,"Halal, Gluten-free, Vegan, Kosher","Peking Duck, Noodles, Dim Sum",10 AM - 10 PM
r1867,Red Lantern 617,CHINESE,9.7,Low,Arts District,14.13,524,"Organic, Kosher, Low-Carb","Dim Sum, Peking Duck, Fried Rice",9 AM - 11 PM
r1868,Dragon 618,CHINESE,8.6,Very High,Downtown,151.69,658,"Organic, Vegetarian","Dim Sum, Noodles, Peking Duck",9 AM - 11 PM
r1869,The Chinese Place,CHINESE,9.8,Low,Tech Park,26.81,485,"Organic, Kosher, Low-Carb","Dim Sum, Fried Rice, Noodles",11 AM - 11 PM
r1870,Dragon 620,CHINESE,9.5,Very High,Chinatown,109.4,326,"Vegan, Gluten-free","Dim Sum, Peking Duck, Noodles",9 AM - 10 PM
r1871,Dragon 621,CHINESE,9.1,High,Entertainment District,77.84,134,"Halal, Kosher","Peking Duck, Dim Sum, Noodles",10 AM - 11 PM
r1872,Golden Dragon,CHINESE,9.6,Medium,City Center,42.22,338,"Vegan, Gluten-free","Noodles, Peking Duck, Fried Rice",10 AM - 10 PM
r1873,Pearl 623,CHINESE,9.7,Medium,Harbor,33.39,893,"Organic, Kosher, Low-Carb","Peking Duck, Fried Rice, Noodles",12 AM - 11 PM
r1874,Mandarin 624,CHINESE,9.3,Very High,Mountain View,160.22,786,"Vegetarian, Vegan","Fried Rice, Peking Duck, Dim Sum",11 AM - 11 PM
r1875,Mandarin,CHINESE,9.8,Medium,Riverside,50.03,670,"Vegetarian, Vegan","Fried Rice, Dim Sum, Peking Duck",9 AM - 11 PM
r1876,Red Lantern 626,CHINESE,8.6,Low,Chinatown,18.45,160,Organic,"Fried Rice, Noodles, Dim Sum",12 AM - 11 PM
r1877,Mandarin 627,CHINESE,8.9,Very High,City Center,178.19,495,"Halal, Kosher","Fried Rice, Noodles, Dim Sum",11 AM - 10 PM
r1878,Dragon,CHINESE,9.1,Low,Uptown,22.99,592,"Gluten-free, Low-Carb","Dim Sum, Fried Rice, Noodles",10 AM - 10 PM
r1879,The Chinese Place 629,CHINESE,8.8,Very High,Arts District,171.12,180,"Halal, Kosher","Noodles, Dim Sum, Fried Rice",12 AM - 11 PM
r1880,Mandarin 630,CHINESE,9.8,Very High,Downtown,137.81,100,"Halal, Gluten-free, Vegan, Kosher","Dim Sum, Fried Rice, Peking Duck",9 AM - 10 PM
r1881,Mandarin,CHINESE,9.7,Medium,City Center,37.39,406,"Halal, Gluten-free, Vegan, Kosher","Peking Duck, Fried Rice, Noodles",12 AM - 11 PM
r1882,Red Lantern 632,CHINESE,8.7,Medium,Chinatown,34.48,520,"Organic, Vegetarian","Dim Sum, Peking Duck, Fried Rice",12 AM - 11 PM
r1883,Golden Dragon 633,CHINESE,9.0,Low,Riverside,16.68,433,"Organic, Vegetarian","Fried Rice, Dim Sum, Peking Duck",12 AM - 10 PM
r1884,Golden Dragon,CHINESE,8.7,Medium,Tech Park,55.75,685,"Vegan, Gluten-free","Dim Sum, Fried Rice, Peking Duck",12 AM - 11 PM
r1885,The Chinese Place 635,CHINESE,9.7,Very High,Mountain View,177.59,990,"Halal, Kosher","Dim Sum, Fried Rice, Peking Duck",11 AM - 10 PM
r1886,Dragon 636,CHINESE,8.6,Very High,Financial District,125.34,699,Organic,"Peking Duck, Dim Sum, Noodles",10 AM - 10 PM
r1887,Dragon,CHINESE,8.6,High,Riverside,92.18,518,"Halal, Kosher","Noodles, Fried Rice, Peking Duck",10 AM - 10 PM
r1888,Red Lantern 638,CHINESE,9.5,Very High,Uptown,176.66,408,"Gluten-free, Low-Carb","Peking Duck, Dim Sum, Fried Rice",9 AM - 11 PM
r1889,Pearl 639,CHINESE,9.3,Low,Mountain View,14.63,992,"Vegan, Gluten-free","Dim Sum, Peking Duck, Noodles",10 AM - 10 PM
r1890,China 640,CHINESE,9.1,Very High,Suburban,127.39,324,"Halal, Gluten-free, Vegan, Kosher","Dim Sum, Peking Duck, Noodles",10 AM - 10 PM
r1891,Pearl 641,CHINESE,8.6,Medium,Chinatown,31.05,661,"Halal, Gluten-free, Vegan, Kosher","Noodles, Peking Duck, Fried Rice",10 AM - 11 PM
r1892,The Chinese Place 642,CHINESE,9.1,High,Financial District,83.46,697,"Halal, Kosher","Fried Rice, Noodles, Peking Duck",12 AM - 10 PM
r1893,Red Lantern,CHINESE,9.3,High,Old Town,92.2,628,"Halal, Kosher","Dim Sum, Fried Rice, Noodles",10 AM - 10 PM
r1894,China 644,CHINESE,9.0,High,University Area,68.5,345,"Vegan, Gluten-free","Dim Sum, Peking Duck, Fried Rice",11 AM - 10 PM
r1895,China 645,CHINESE,9.7,Low,University Area,10.45,953,Organic,"Noodles, Peking Duck, Fried Rice",9 AM - 10 PM
r1896,Mandarin,CHINESE,8.8,Low,University Area,20.12,533,"Gluten-free, Low-Carb","Dim Sum, Peking Duck, Noodles",11 AM - 10 PM
r1897,The Chinese Place 647,CHINESE,9.9,Medium,Downtown,45.39,584,"Vegetarian, Vegan","Noodles, Fried Rice, Dim Sum",12 AM - 10 PM
r1898,The Chinese Place 648,CHINESE,8.6,Low,Uptown,23.01,416,"Organic, Kosher, Low-Carb","Dim Sum, Fried Rice, Noodles",10 AM - 11 PM
r1899,China 649,CHINESE,9.3,Medium,Harbor,50.49,449,Organic,"Noodles, Peking Duck, Fried Rice",10 AM - 10 PM
r1900,China 650,CHINESE,9.8,High,University Area,74.79,247,"Vegetarian, Vegan","Noodles, Peking Duck, Dim Sum",9 AM - 10 PM
r1901,Pearl 651,CHINESE,9.7,Very High,Riverside,148.16,735,"Gluten-free, Low-Carb","Fried Rice, Peking Duck, Dim Sum",10 AM - 11 PM
r1902,Pearl,CHINESE,9.8,Very High,Entertainment District,125.03,564,"Halal, Kosher","Noodles, Dim Sum, Peking Duck",11 AM - 11 PM
r1903,Mandarin 653,CHINESE,8.6,High,Mountain View,73.26,533,"Halal, Kosher","Dim Sum, Peking Duck, Noodles",11 AM - 10 PM
r1904,China 654,CHINESE,9.8,Low,Harbor,25.9,536,"Organic, Kosher, Low-Carb","Dim Sum, Fried Rice, Noodles",11 AM - 10 PM
r1905,Dragon,CHINESE,9.2,Medium,Entertainment District,32.07,123,"Organic, Vegetarian","Fried Rice, Peking Duck, Dim Sum",9 AM - 11 PM
r1906,Dragon 656,CHINESE,9.1,Medium,Uptown,41.15,130,Organic,"Dim Sum, Noodles, Fried Rice",10 AM - 10 PM
r1907,The Chinese Place 657,CHINESE,9.3,Very High,Mountain View,185.63,692,"Halal, Kosher","Dim Sum, Peking Duck, Noodles",9 AM - 11 PM
r1908,Golden Dragon,CHINESE,9.6,Low,Downtown,20.31,312,"Vegetarian, Vegan","Fried Rice, Peking Duck, Dim Sum",10 AM - 11 PM
r1909,Dragon 659,CHINESE,10.0,Low,Financial District,16.98,843,"Organic, Kosher, Low-Carb","Noodles, Dim Sum, Peking Duck",11 AM - 10 PM
r1910,Golden Dragon 660,CHINESE,8.9,Low,Harbor,26.51,538,"Halal, Gluten-free, Vegan, Kosher","Dim Sum, Noodles, Fried Rice",9 AM - 11 PM
r1911,Golden Dragon,CHINESE,9.4,High,Beach Area,62.8,833,"Halal, Gluten-free, Vegan, Kosher","Fried Rice, Dim Sum, Peking Duck",10 AM - 11 PM
r1912,The Chinese Place 662,CHINESE,9.6,Very High,Arts District,169.71,492,"Vegan, Gluten-free","Peking Duck, Fried Rice, Dim Sum",9 AM - 11 PM
r1913,Golden Dragon 663,CHINESE,9.0,Very High,Harbor,119.36,162,"Vegetarian, Vegan","Peking Duck, Noodles, Fried Rice",10 AM - 10 PM
r1914,Mandarin,CHINESE,9.1,Very High,Suburban,101.28,963,"Organic, Vegetarian","Dim Sum, Fried Rice, Noodles",12 AM - 11 PM
r1915,The Chinese Place 665,CHINESE,9.5,Very High,Riverside,141.02,130,"Halal, Gluten-free, Vegan, Kosher","Fried Rice, Peking Duck, Dim Sum",11 AM - 10 PM
r1916,Golden Dragon 666,CHINESE,9.6,Low,University Area,29.33,991,"Halal, Kosher","Noodles, Fried Rice, Peking Duck",12 AM - 11 PM
r1917,The Chinese Place,CHINESE,9.7,Low,Financial District,21.8,91,"Gluten-free, Low-Carb","Peking Duck, Dim Sum, Fried Rice",11 AM - 11 PM
r1918,Red Lantern 668,CHINESE,9.1,Low,Beach Area,15.85,982,"Organic, Vegetarian","Dim Sum, Peking Duck, Fried Rice",11 AM - 11 PM
r1919,China 669,CHINESE,9.8,Low,Beach Area,23.28,168,"Halal, Gluten-free, Vegan, Kosher","Peking Duck, Dim Sum, Fried Rice",12 AM - 10 PM
r1920,China 670,CHINESE,10.0,Low,Uptown,16.11,914,"Organic, Vegetarian","Peking Duck, Dim Sum, Fried Rice",10 AM - 11 PM
r1921,Pearl 671,CHINESE,8.9,Medium,Suburban,52.26,327,Organic,"Dim Sum, Noodles, Peking Duck",11 AM - 10 PM
r1922,Red Lantern 672,CHINESE,9.6,Medium,Mountain View,54.62,367,Organic,"Noodles, Fried Rice, Peking Duck",9 AM - 10 PM
